Date,Day,Holiday,ADR_Model,ADR_Confirmation,ADR_True_False,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR_Model,ODR_CONF_TIME,ODR_Confirmation,ODR_True_False,ODR Box Color,ODR MAX RET TIME,ODR Close Price,ODR Close Location,ODR Mid Trans,ODR Mid Box,ODR Mid Session,TRANS MAX RET,TRANS MAX EXT,TRANS LOW TIME,TRANS HIGH TIME,RDR_Model,RDR Box Color,RDR_Confirmation,RDR_True_False,RDR_CONF_TIME,RDR IDR MID,RDR DR MID,rdr_idr_highSD,rdr_idr_lowSD,ADR Mid RDR Trans,ADR Mid RDR Box,ADR Mid RDR Session
2023-01-18,Wednesday,No,RC,Long,True,intact,intact,intact,UXP,07:40,Long,True,red,08:25,0.093,above,broken,intact,broken,-0.617,1.494,08:30,08:30,UXP,green,Short,True,10:35,1.296,1.349,1.907,0.685,intact,intact,broken
2023-01-17,Tuesday,No,DXP/DX,Short,True,intact,intact,broken,DXP,04:05,Long,False,green,04:20,0.073,inside,broken,broken,broken,-0.655,2.873,08:55,09:25,UXP,green,NO_CONF,NO_CONF,,4.355,3.818,8.127,0.582,broken,broken,broken
2023-01-13,Friday,No,UXP/UX,Short,True,broken,broken,broken,D,04:25,Short,False,red,05:20,4.627,below,intact,broken,broken,3.687,5.542,09:00,09:25,D,green,Long,True,10:45,1.337,1.861,-0.711,3.386,intact,broken,broken
2023-01-12,Thursday,No,UXP/UX,Short,False,broken,broken,broken,D,04:10,Long,False,green,08:25,-4.727,below,broken,broken,broken,-10.909,6.591,08:30,09:00,RX,red,Long,True,12:15,-3.758,-3.394,1.545,-9.061,broken,broken,broken
2023-01-11,Wednesday,No,UXP/UX,Short,True,intact,intact,broken,DXP,04:00,Long,True,green,07:20,2.402,above,intact,intact,intact,1.463,3.293,08:35,09:25,UXP,green,Long,True,12:10,4.116,3.573,5.866,2.366,intact,intact,intact
2023-01-10,Tuesday,No,DXP/DX,Long,False,broken,broken,broken,U,05:35,Long,False,green,07:20,-2.808,below,broken,broken,broken,-2.992,-0.448,08:30,09:10,UX,green,Short,False,10:40,0.996,0.660,2.096,-0.104,broken,broken,broken
2023-01-09,Monday,No,UXP/UX,Long,True,broken,broken,broken,D,04:15,Long,True,red,06:20,1.775,above,intact,intact,intact,1.100,2.838,09:00,09:20,UXP,green,Long,False,10:30,6.150,5.569,8.725,3.575,intact,intact,intact
2023-01-06,Friday,No,RC,Long,False,broken,intact,intact,DXP,04:05,Short,True,green,05:15,3.062,below,broken,broken,intact,-9.431,3.369,08:30,08:50,RX,green,Long,True,10:35,-2.685,-2.423,-7.185,1.815,broken,broken,intact
2023-01-05,Thursday,No,RC,Short,True,intact,intact,broken,DXP,04:20,Long,True,green,08:15,-0.068,inside,broken,intact,intact,-2.678,0.017,09:20,08:30,DXP,red,Short,True,15:50,-3.644,-3.288,-2.610,-4.678,intact,intact,intact
2023-01-04,Wednesday,No,RC,Long,True,intact,intact,intact,UXP,05:35,Short,True,green,08:20,-0.665,inside,broken,broken,broken,-0.898,0.000,09:00,08:30,DXP,red,Long,True,11:35,1.290,1.192,0.024,2.557,intact,broken,broken
2023-01-03,Tuesday,No,UXP/UX,Long,True,intact,intact,intact,UXP,04:00,Long,True,green,07:00,-0.583,inside,broken,broken,intact,-0.690,0.211,08:30,09:15,RX,red,Short,True,10:30,-1.461,-1.229,0.364,-3.285,intact,broken,intact
2022-12-30,Friday,No,UX,Long,False,intact,intact,intact,DXP,04:55,Long,False,red,08:25,-2.514,below,intact,intact,broken,-2.701,-1.879,08:30,09:00,DXP,green,Long,True,10:45,-2.729,-2.799,-1.280,-4.178,intact,intact,broken
2022-12-29,Thursday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:00,Long,True,green,04:30,1.094,above,intact,intact,intact,1.078,4.906,08:30,08:55,UXP,green,Long,True,10:35,7.984,6.930,11.625,4.344,intact,intact,intact
2022-12-28,Wednesday,No,DXP/DX,Long,True,intact,intact,broken,UXP,04:00,Short,True,red,07:55,-0.115,inside,intact,broken,intact,-0.177,1.375,09:25,08:30,RX,green,Short,True,10:55,-0.526,-0.078,-2.146,1.094,broken,broken,broken
2022-12-27,Tuesday,No,UXP/UX,Long,True,broken,broken,intact,U,04:00,Short,True,red,05:15,2.667,below,intact,intact,intact,2.593,5.593,08:45,08:30,DXP,red,NO_CONF,NO_CONF,,9.068,8.765,6.654,11.481,intact,intact,intact
2022-12-23,Friday,No,DXP/DX,Long,True,intact,intact,intact,UX,05:25,Long,True,red,08:25,-0.810,inside,broken,broken,broken,-3.140,3.410,08:30,08:40,DX,green,Long,True,10:30,-2.795,-2.895,-0.610,-4.980,broken,broken,broken
2022-12-22,Thursday,No,UXP/UX,Long,True,broken,broken,broken,U,04:20,Short,True,green,04:40,2.297,below,intact,intact,intact,2.305,5.517,09:00,08:30,DXP,red,Short,True,10:30,9.021,7.949,7.042,11.000,intact,intact,intact
2022-12-21,Wednesday,No,UX,Long,True,broken,broken,broken,D,04:00,Long,False,red,07:15,-0.111,inside,broken,broken,intact,-0.821,0.350,09:25,08:50,RX,green,Long,True,10:30,0.120,0.145,1.974,-1.735,broken,broken,intact
2022-12-20,Tuesday,No,DXP/DX,Short,True,intact,intact,intact,DXP,04:30,Long,True,green,07:55,-0.370,inside,broken,broken,broken,-0.542,-0.035,09:10,08:40,U,green,Long,True,10:30,-0.182,-0.241,0.569,-0.933,intact,broken,broken
2022-12-19,Monday,No,RC,Short,True,broken,broken,broken,U,05:40,Long,True,green,08:20,-0.953,inside,intact,intact,intact,-1.614,-0.780,09:15,09:05,DXP,red,Short,True,11:00,-3.740,-3.264,-2.646,-4.835,broken,intact,intact
2022-12-16,Friday,No,DXP/DX,Long,False,broken,intact,intact,DXP,04:10,Short,True,red,07:55,-0.731,inside,broken,broken,broken,-1.028,-0.333,09:25,09:25,U,red,Short,True,10:30,-0.838,-0.858,-1.597,-0.079,intact,broken,intact
2022-12-15,Thursday,No,DXP/DX,Short,True,intact,intact,intact,DXP,04:00,Short,True,red,07:40,0.829,below,intact,intact,intact,0.183,1.949,08:50,08:30,DXP,red,Short,True,10:55,3.137,2.440,1.760,4.514,intact,intact,intact
2022-12-14,Wednesday,No,DXP/DX,Long,True,broken,broken,broken,RC,04:10,Short,True,green,07:15,1.508,below,intact,broken,broken,0.587,2.460,09:25,08:50,UXP,green,Long,False,11:00,-3.048,-1.683,-4.667,-1.429,intact,broken,broken
2022-12-13,Tuesday,No,UXP/UX,Short,False,intact,broken,intact,U,04:30,Long,True,red,05:00,10.876,above,intact,intact,intact,9.227,20.227,08:30,08:30,UXP,red,Short,True,10:35,14.608,14.572,18.021,11.196,intact,intact,intact
2022-12-12,Monday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:40,Long,True,green,04:50,1.754,above,intact,broken,broken,0.262,2.769,09:25,08:50,RX,red,Short,False,10:45,0.092,0.408,1.615,-1.431,intact,intact,broken
2022-12-09,Friday,No,UX,Long,True,intact,intact,intact,UXP,04:30,Short,False,red,07:55,-2.818,above,broken,intact,broken,-4.818,11.982,08:30,08:30,DXP,green,Long,True,10:35,4.782,5.555,3.036,6.527,broken,broken,broken
2022-12-08,Thursday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:10,Long,True,green,06:15,1.176,above,intact,broken,intact,0.758,2.692,09:15,08:35,RX,green,Long,True,13:35,1.440,1.484,4.956,-2.077,intact,intact,intact
2022-12-07,Wednesday,No,DXP/DX,Long,False,broken,intact,intact,DXP,04:30,Short,True,green,06:00,3.402,below,intact,broken,broken,0.828,3.448,08:30,09:15,RX,green,NO_CONF,NO_CONF,,1.207,1.293,-1.034,3.448,intact,broken,broken
2022-12-06,Tuesday,No,DXP/DX,Short,True,intact,broken,broken,D,07:10,Long,True,green,08:10,-0.193,inside,broken,intact,intact,-0.848,0.006,09:25,08:30,DXP,red,Short,True,11:00,-3.099,-2.909,-1.462,-4.737,broken,intact,intact
2022-12-05,Monday,No,UXP/UX,Short,True,broken,intact,broken,DX,06:45,Long,True,green,08:15,-0.599,inside,broken,broken,intact,-1.536,-0.484,09:25,08:30,DX,red,Short,True,11:30,-1.406,-1.547,-0.536,-2.276,intact,intact,intact
2022-12-02,Friday,No,RC,Short,False,intact,intact,intact,UXP,04:55,Long,True,green,07:00,-0.670,inside,intact,intact,broken,-13.074,-0.511,08:30,08:30,DXP,green,Long,True,11:40,-6.335,-6.500,-4.457,-8.213,broken,intact,broken
2022-12-01,Thursday,No,UXP/UX,Short,False,broken,intact,broken,DXP,04:05,Short,False,red,08:25,-1.414,above,broken,broken,broken,-3.422,-0.250,08:30,08:30,RX,red,NO_CONF,NO_CONF,,-0.516,-0.859,-2.906,1.875,broken,broken,broken
2022-11-30,Wednesday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:05,Long,True,green,04:45,0.713,above,broken,broken,broken,-2.450,1.088,09:00,08:30,RX,green,Short,False,11:00,-0.413,-0.756,0.475,-1.300,broken,broken,broken
2022-11-29,Tuesday,No,DXP/DX,Short,False,intact,intact,intact,UXP,04:30,Short,True,green,05:35,0.826,below,intact,intact,intact,0.576,1.614,08:50,08:35,DXP,green,Short,True,11:00,2.178,2.261,1.318,3.038,broken,broken,broken
2022-11-28,Monday,No,DXP/DX,Short,True,broken,broken,broken,U,04:45,Short,True,green,07:15,-0.223,inside,broken,broken,broken,-0.689,-0.014,09:20,09:00,U,red,Short,True,12:05,-1.314,-1.226,-2.351,-0.277,broken,broken,broken
2022-11-23,Wednesday,No,UXP/UX,Short,True,broken,intact,intact,UX,04:40,Long,True,red,06:10,-0.019,inside,broken,broken,broken,-1.434,1.604,08:45,08:35,UXP,green,Long,True,10:30,4.368,3.755,7.868,0.868,intact,intact,intact
2022-11-22,Tuesday,No,RC,Short,True,intact,intact,broken,DXP,04:30,Long,True,red,06:45,1.098,above,intact,broken,intact,0.987,1.804,09:25,09:00,U,red,Long,True,10:45,0.059,0.124,1.039,-0.922,broken,broken,broken
2022-11-21,Monday,No,DXP/DX,Short,True,intact,broken,intact,DX,04:10,Short,True,green,08:25,-0.103,inside,broken,broken,intact,-0.918,0.412,09:10,09:20,RX,red,Short,True,10:45,0.227,0.247,-1.412,1.866,intact,broken,intact
2022-11-18,Friday,No,UXP/UX,Short,True,intact,intact,broken,DX,04:00,Long,True,green,04:10,2.304,above,intact,broken,broken,1.843,2.497,08:45,09:25,U,red,Short,True,10:55,0.126,0.741,0.974,-0.723,intact,broken,broken
2022-11-17,Thursday,No,RC,Short,False,intact,broken,intact,RX,04:00,Short,True,red,04:20,3.891,below,intact,intact,intact,3.534,5.649,09:25,08:30,DXP,green,Long,True,11:55,3.509,3.810,2.598,4.420,intact,intact,intact
2022-11-16,Wednesday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:00,Short,True,red,05:15,0.886,below,intact,intact,intact,0.307,3.057,09:25,08:45,DXP,red,Short,True,10:50,3.961,4.004,2.543,5.379,broken,intact,intact
2022-11-15,Tuesday,No,RC,Long,True,intact,intact,intact,UXP,04:00,Long,True,green,04:25,4.765,above,intact,intact,broken,4.676,15.897,08:30,08:30,UXP,green,Short,True,13:15,9.309,9.691,11.618,7.000,intact,intact,broken
2022-11-14,Monday,No,UXP/UX,Short,True,broken,broken,broken,D,04:05,Short,True,green,08:20,-0.083,inside,broken,broken,broken,-0.619,1.524,09:25,08:35,D,green,Long,True,11:45,1.077,1.226,-0.726,2.881,intact,broken,broken
2022-11-11,Friday,No,UXP/UX,Short,False,intact,intact,intact,UXP,05:40,Short,True,green,08:20,0.273,below,intact,broken,broken,0.041,1.823,09:25,08:35,D,green,Long,True,10:45,0.825,0.905,-0.664,2.314,broken,broken,broken
2022-11-10,Thursday,No,DXP/DX,Short,False,broken,broken,broken,U,06:20,Long,True,green,07:50,-0.178,inside,broken,intact,intact,-2.990,18.980,08:30,09:25,UXP,green,Long,True,11:30,19.728,19.233,22.465,16.990,broken,intact,intact
2022-11-09,Wednesday,No,UX,Long,False,broken,broken,broken,UX,04:05,Short,True,red,06:20,2.404,below,intact,intact,intact,1.433,2.858,09:25,08:45,DXP,red,Short,True,10:50,2.833,2.872,1.986,3.681,intact,intact,intact
2022-11-08,Tuesday,No,UXP/UX,Short,True,intact,intact,broken,DXP,04:20,Long,True,green,04:25,1.169,above,intact,intact,broken,1.158,2.209,08:30,09:05,UXP,green,Long,False,10:35,1.302,1.184,1.955,0.650,intact,broken,broken
2022-11-07,Monday,No,RC,Long,True,intact,intact,intact,UX,04:00,Long,True,green,04:55,-0.149,inside,intact,broken,broken,-0.218,0.172,08:45,09:20,RC,red,Long,True,14:15,-0.367,-0.213,-0.036,-0.697,intact,intact,intact
2022-11-04,Friday,No,DXP/DX,Long,True,intact,intact,intact,UXP,06:50,Long,True,red,08:15,-0.474,inside,broken,broken,broken,-2.823,1.703,08:30,09:25,RX,red,Short,True,11:50,0.218,0.306,1.684,-1.248,broken,intact,broken
2022-11-03,Thursday,No,DXP/DX,Long,True,intact,broken,broken,UX,04:30,Short,True,red,05:00,2.676,below,intact,intact,intact,2.387,3.613,09:00,08:30,DXP,green,Long,True,10:45,4.004,4.169,2.359,5.648,intact,intact,intact
2022-11-02,Wednesday,No,DXP/DX,Long,True,intact,intact,broken,UX,04:15,Long,False,red,08:15,-1.349,below,broken,intact,broken,-2.337,-0.337,08:40,08:40,DXP,red,Short,False,11:10,-3.464,-2.801,-2.506,-4.422,broken,broken,broken
2022-11-01,Tuesday,No,RC,Long,True,intact,intact,intact,UXP,04:00,Long,True,red,05:10,1.436,above,intact,broken,intact,0.904,1.712,09:25,08:30,RX,red,Short,True,10:40,-1.240,-1.298,1.295,-3.776,intact,broken,intact
2022-10-31,Monday,No,UXP/UX,Short,True,broken,broken,broken,D,04:00,Short,True,green,07:25,0.672,below,intact,intact,intact,0.408,1.456,09:25,09:10,DXP,red,Short,True,10:30,2.856,2.400,1.368,4.344,intact,intact,intact
2022-10-28,Friday,No,DXP/DX,Long,False,intact,intact,broken,DXP,06:30,Long,True,red,07:05,-0.223,inside,broken,intact,intact,-0.927,1.891,08:30,09:25,UXP,green,Long,True,10:35,3.877,3.325,4.741,3.014,broken,intact,intact
2022-10-27,Thursday,No,RC,Short,True,broken,intact,intact,DXP,04:05,Short,True,red,04:15,2.039,below,broken,broken,broken,-0.765,2.314,08:30,08:30,DXP,green,Short,True,12:25,3.152,2.985,0.157,6.147,intact,intact,intact
2022-10-26,Wednesday,No,DXP/DX,Short,False,intact,intact,intact,UXP,04:00,Long,True,green,08:20,-1.049,inside,broken,broken,broken,-1.727,-0.455,09:25,09:00,RX,green,Long,True,10:35,-0.336,-0.685,1.203,-1.874,intact,broken,broken
2022-10-25,Tuesday,No,UXP/UX,Short,True,intact,broken,broken,UX,05:00,Short,True,red,07:40,0.172,below,broken,intact,intact,-1.721,0.844,08:40,09:20,UXP,green,Long,True,11:05,-3.918,-3.775,-5.738,-2.098,broken,intact,intact
2022-10-24,Monday,No,UXP/UX,Short,True,intact,intact,intact,DXP,04:15,Short,False,red,07:45,-0.775,inside,broken,broken,broken,-1.225,-0.474,08:35,08:50,D,red,Long,True,12:15,0.169,-0.017,-0.802,1.140,intact,intact,broken
2022-10-21,Friday,No,DXP/DX,Long,True,broken,broken,broken,UX,04:20,Short,True,red,07:35,0.977,below,broken,broken,intact,-1.328,1.181,08:30,09:05,U,green,Long,True,12:00,-1.508,-1.457,-2.770,-0.245,broken,broken,intact
2022-10-20,Thursday,No,DXP/DX,Short,False,broken,broken,broken,DX,05:45,Long,True,red,06:00,2.378,above,intact,intact,broken,0.092,3.038,08:55,08:30,UXP,green,Short,True,13:45,2.849,2.841,5.076,0.622,broken,broken,broken
2022-10-19,Wednesday,No,RC,Long,False,intact,intact,intact,DXP,04:15,Short,False,green,06:00,1.675,below,intact,broken,broken,1.626,2.675,08:30,08:50,RX,green,Short,True,13:00,0.429,0.423,-1.454,2.313,intact,intact,intact
2022-10-18,Tuesday,No,UXP/UX,Short,False,intact,intact,intact,UXP,04:55,Short,False,green,08:15,-1.571,above,intact,broken,intact,-2.429,-1.478,09:15,09:25,RX,red,Short,True,10:30,-0.788,-1.261,-1.835,0.259,intact,intact,broken
2022-10-17,Monday,No,DXP/DX,Long,True,intact,intact,intact,UXP,06:05,Long,True,green,06:40,0.319,above,intact,intact,intact,0.153,1.919,08:30,09:25,UXP,green,NO_CONF,NO_CONF,,3.175,2.905,3.887,2.464,intact,intact,intact
2022-10-14,Friday,No,UXP/UX,Long,True,intact,intact,broken,UXP,04:20,Short,True,red,06:25,0.122,inside,broken,broken,intact,-2.725,0.651,08:30,08:55,RX,red,Short,True,10:40,0.682,0.722,-1.745,3.110,broken,broken,intact
2022-10-13,Thursday,No,RC,Short,True,intact,intact,broken,DXP,04:35,Long,True,green,04:45,2.218,above,broken,intact,broken,-9.633,2.218,09:20,08:30,DXP,green,Long,True,11:05,-6.724,-7.078,-4.313,-9.136,broken,intact,broken
2022-10-12,Wednesday,No,RC,Long,True,intact,intact,intact,UXP,05:20,Long,True,red,06:50,0.146,above,broken,broken,broken,-2.020,0.146,09:05,08:30,D,equal,NO_CONF,NO_CONF,,-1.276,-1.364,-0.296,-2.256,broken,broken,broken
2022-10-11,Tuesday,No,DXP/DX,Short,True,intact,intact,intact,DXP,08:25,Long,True,green,,0.606,above,intact,broken,broken,-0.432,0.843,09:25,08:30,DX,red,Long,True,11:40,-1.536,-1.261,-0.775,-2.297,intact,intact,broken
2022-10-10,Monday,No,DXP/DX,Long,True,broken,intact,broken,UXP,04:15,Short,True,green,07:30,-0.624,inside,broken,broken,broken,-2.124,-0.412,08:30,09:15,DX,red,Short,True,10:35,0.497,-0.194,-0.400,1.394,intact,broken,broken
2022-10-07,Friday,No,DXP/DX,Long,True,broken,broken,broken,RX,05:35,Long,True,green,06:30,0.669,above,broken,intact,intact,-6.183,0.676,08:50,08:30,DXP,red,Short,True,11:15,-7.011,-6.838,-5.380,-8.641,broken,intact,intact
2022-10-05,Wednesday,No,RC,Short,True,intact,intact,intact,DXP,04:15,Short,True,red,07:00,0.874,below,intact,intact,broken,0.496,2.333,09:10,08:35,DXP,red,Short,False,10:30,2.930,2.789,0.830,5.030,intact,intact,broken
2022-10-04,Tuesday,No,UXP/UX,Long,True,intact,intact,intact,UXP,04:00,Long,True,green,05:10,0.225,above,intact,intact,intact,-0.138,0.500,08:45,09:25,UXP,green,Long,True,10:55,2.106,1.853,3.014,1.197,intact,intact,intact
2022-10-03,Monday,No,DXP/DX,Long,True,intact,intact,broken,UX,04:00,Short,False,red,08:00,-2.219,above,intact,intact,intact,-3.871,-2.019,08:30,09:15,UXP,green,Long,True,10:40,-3.813,-3.648,-5.677,-1.948,intact,intact,intact
2022-09-30,Friday,No,RC,Short,True,broken,intact,broken,UXP,06:50,Short,True,green,08:25,0.044,inside,intact,intact,broken,0.022,2.906,08:30,08:30,DXP,green,Long,False,10:30,1.828,1.914,0.806,2.850,broken,broken,broken
2022-09-28,Wednesday,No,DXP/DX,Short,True,intact,intact,intact,DXP,05:15,Short,False,green,06:20,-1.078,above,intact,intact,intact,-1.997,-0.911,08:30,08:45,UXP,green,Long,True,10:45,-1.822,-1.799,-2.569,-1.075,intact,broken,intact
2022-09-27,Tuesday,No,DXP/DX,Long,True,intact,intact,intact,UXP,05:20,Short,True,green,07:45,-0.826,inside,broken,broken,broken,-1.278,-0.340,09:25,08:45,RX,red,Short,True,11:25,-0.710,-0.750,-1.632,0.212,intact,intact,broken
2022-09-23,Friday,No,DXP/DX,Short,True,intact,intact,intact,DXP,04:45,Short,True,red,04:50,4.268,below,intact,intact,intact,1.042,6.042,08:50,09:20,DXP,red,Short,True,12:05,5.155,5.401,2.028,8.282,intact,intact,intact
2022-09-22,Thursday,No,DXP/DX,Short,False,broken,broken,intact,U,04:00,Long,True,green,07:25,-0.182,inside,broken,broken,broken,-0.793,0.329,09:25,08:50,DX,red,Short,True,10:50,-0.939,-0.862,-0.601,-1.277,intact,broken,broken
2022-09-21,Wednesday,No,UX,Long,False,broken,broken,broken,DX,07:50,Long,True,green,08:15,0.373,above,intact,intact,broken,0.352,0.914,08:30,08:30,UXP,green,Long,False,12:30,0.568,0.566,1.025,0.111,intact,intact,broken
2022-09-20,Tuesday,No,UXP/UX,Short,True,intact,broken,intact,D,04:00,Short,True,red,04:40,1.379,below,intact,intact,intact,0.912,1.463,09:25,09:00,DXP,green,Long,False,10:50,1.368,1.393,1.074,1.662,intact,intact,intact
2022-09-19,Monday,No,UXP/UX,Short,True,intact,intact,intact,DXP,05:15,Short,True,red,07:05,-0.206,inside,broken,broken,intact,-2.338,0.735,09:25,08:50,UXP,green,Long,True,10:35,-3.934,-2.853,-5.279,-2.588,intact,broken,broken
2022-09-16,Friday,No,DXP/DX,Short,True,intact,intact,intact,DXP,04:15,Short,False,green,06:55,0.800,below,intact,intact,broken,0.154,3.323,09:25,08:40,DXP,red,Long,True,10:30,2.938,2.785,0.646,5.231,intact,intact,broken
2022-09-15,Thursday,No,UXP/UX,Short,False,intact,broken,broken,D,04:45,Short,True,green,06:10,3.000,below,intact,intact,intact,0.943,4.506,09:25,08:50,DXP,red,Short,True,10:30,3.006,2.466,0.862,5.149,intact,intact,intact
2022-09-14,Wednesday,No,DXP/DX,Short,False,broken,broken,broken,U,04:15,Long,False,green,07:55,-0.665,inside,broken,broken,broken,-1.151,-0.049,08:30,08:55,RX,red,Long,True,10:50,-0.535,-0.406,0.204,-1.273,broken,broken,broken
2022-09-13,Tuesday,No,UXP/UX,Short,True,intact,intact,intact,UX,06:50,Long,True,green,08:20,0.864,above,broken,intact,intact,-12.000,2.526,09:15,08:30,DXP,red,Short,True,10:35,-12.328,-11.847,-10.981,-13.675,broken,intact,intact
2022-09-12,Monday,No,UXP/UX,Short,True,broken,broken,broken,U,04:35,Long,False,green,08:25,-1.086,below,broken,intact,intact,-1.126,-0.206,08:30,09:25,UXP,green,NO_CONF,NO_CONF,,1.100,0.874,2.040,0.160,broken,intact,intact
2022-09-09,Friday,No,UXP/UX,Long,True,broken,intact,intact,UXP,06:30,Long,True,green,08:10,-0.154,inside,broken,broken,intact,-0.821,0.333,09:25,08:45,UX,green,Long,True,10:35,0.639,0.447,1.423,-0.145,intact,intact,intact
2022-09-06,Tuesday,No,UX,Long,True,broken,intact,broken,UXP,04:05,Short,True,green,06:25,0.749,below,intact,intact,intact,0.160,1.800,09:25,09:00,DXP,red,NO_CONF,NO_CONF,,3.806,3.343,2.069,5.543,broken,broken,intact
2022-09-02,Friday,No,UXP/UX,Short,True,broken,broken,broken,DX,06:25,Short,True,red,08:25,-1.263,inside,broken,intact,broken,-6.779,1.158,08:30,09:20,UXP,green,Long,False,10:30,-3.600,-3.526,-6.168,-1.032,broken,broken,broken
2022-09-01,Thursday,No,DXP/DX,Short,True,broken,broken,broken,D,04:50,Short,False,green,07:45,-1.559,above,intact,broken,broken,-2.112,-0.566,09:05,08:30,RX,red,Short,False,10:40,-0.444,-0.595,-1.539,0.651,broken,broken,broken
2022-08-31,Wednesday,No,DXP/DX,Long,True,intact,intact,broken,UXP,04:20,Short,False,red,06:50,-1.079,inside,intact,broken,broken,-1.944,-0.512,08:40,09:20,RX,red,Short,True,10:35,-0.895,-0.935,-1.958,0.167,intact,intact,broken
2022-08-30,Tuesday,No,DXP/DX,Short,False,intact,intact,intact,UXP,04:00,Long,True,green,08:25,-0.368,inside,broken,broken,intact,-0.917,-0.364,09:05,08:45,DX,red,Short,True,10:30,-2.143,-2.027,-0.748,-3.537,intact,broken,intact
2022-08-26,Friday,No,UXP/UX,Short,True,intact,broken,intact,DX,04:00,Short,True,red,04:45,0.260,below,broken,broken,intact,-3.602,0.691,08:30,09:05,RX,red,Short,True,10:30,0.882,0.967,-2.220,3.984,broken,broken,intact
2022-08-25,Thursday,No,RC,Long,True,intact,intact,intact,UXP,05:10,Short,True,green,05:15,1.770,below,intact,broken,broken,1.432,3.689,08:50,08:30,RX,green,Long,True,10:35,1.189,1.203,-2.162,4.541,intact,intact,intact
2022-08-24,Wednesday,No,RC,Short,True,broken,broken,broken,DX,04:30,Long,True,red,06:55,0.480,above,intact,broken,intact,-0.389,0.590,09:25,08:30,U,green,Long,True,11:10,0.133,0.159,0.869,-0.603,broken,broken,intact
2022-08-23,Tuesday,No,DXP/DX,Short,True,intact,intact,broken,DXP,04:00,Long,True,green,06:25,0.021,inside,broken,broken,broken,-0.882,0.071,09:00,08:30,RX,green,NO_CONF,NO_CONF,,0.116,0.189,1.303,-1.071,intact,broken,broken
2022-08-22,Monday,No,DXP/DX,Long,True,intact,intact,intact,DXP,04:00,Short,True,red,04:05,0.518,below,intact,intact,intact,0.239,0.578,08:45,09:25,DXP,red,Short,True,10:55,1.146,0.990,0.505,1.787,intact,intact,intact
2022-08-19,Friday,No,UXP/UX,Short,True,intact,intact,intact,DXP,04:10,Short,True,green,04:15,3.797,below,intact,intact,intact,1.469,4.297,08:30,09:25,DXP,red,Short,True,10:50,5.781,5.164,2.484,9.078,intact,intact,intact
2022-08-18,Thursday,No,DXP/DX,Long,True,broken,broken,broken,DX,04:05,Long,True,green,04:20,2.805,above,intact,broken,intact,1.177,2.894,09:25,08:30,UX,red,Long,True,10:40,0.774,0.465,1.690,-0.142,intact,broken,intact
2022-08-16,Tuesday,No,UXP/UX,Short,True,broken,intact,broken,DXP,04:05,Long,True,green,06:15,0.722,above,broken,broken,broken,-1.041,0.835,08:50,08:30,DX,red,Short,False,10:30,-2.113,-1.861,-0.567,-3.660,broken,intact,broken
2022-08-15,Monday,No,UXP/UX,Short,True,broken,intact,broken,DX,05:35,Short,False,red,07:00,-0.913,inside,broken,intact,intact,-1.143,0.068,08:55,08:30,UXP,green,Long,True,11:40,-1.941,-1.991,-2.814,-1.068,broken,broken,broken
2022-08-12,Friday,No,DXP/DX,Short,True,intact,broken,intact,UX,04:40,Long,True,green,07:20,-0.403,inside,intact,broken,intact,-0.453,0.280,08:45,09:10,UX,green,Long,True,11:15,0.360,0.172,0.975,-0.254,intact,intact,intact
2022-08-11,Thursday,No,UXP/UX,Long,True,intact,intact,broken,UXP,04:00,Short,False,red,08:20,-1.298,above,intact,intact,broken,-2.379,-0.540,08:35,08:55,UX,green,Short,True,11:05,-2.540,-2.540,-4.339,-0.742,intact,intact,broken
2022-08-10,Wednesday,No,RC,Short,True,intact,broken,broken,DX,04:20,Long,True,green,04:25,1.329,above,intact,intact,intact,1.265,7.994,08:30,08:30,UXP,red,Long,True,11:00,6.229,6.144,7.212,5.247,intact,intact,intact
2022-08-09,Tuesday,No,DXP/DX,Short,True,intact,broken,intact,DX,04:05,Short,True,red,04:40,2.128,below,intact,intact,intact,1.780,2.660,09:15,08:30,DXP,red,Short,True,12:25,4.294,3.865,2.851,5.738,intact,intact,intact
2022-08-08,Monday,No,RC,Long,True,intact,intact,intact,UXP,06:40,Long,True,green,07:30,2.778,above,broken,broken,broken,-2.921,3.556,09:05,08:55,UXP,green,Short,True,11:40,3.825,2.071,6.698,0.952,intact,intact,broken
2022-08-05,Friday,No,UXP/UX,Long,True,intact,broken,broken,UX,04:25,Short,True,green,08:25,-0.434,inside,intact,intact,intact,-0.472,17.774,09:20,08:30,DXP,green,Short,True,11:25,7.943,9.830,3.057,12.830,broken,intact,intact
2022-08-04,Thursday,No,UXP/UX,Long,True,broken,broken,intact,UX,05:25,Long,True,green,08:00,1.303,above,intact,broken,broken,-0.045,2.573,09:25,08:50,RX,red,Short,False,10:30,0.770,0.876,2.674,-1.135,intact,broken,broken
2022-08-03,Wednesday,No,UX,Short,False,intact,broken,broken,RC,05:05,Long,True,red,05:10,2.802,above,intact,intact,intact,2.525,3.604,09:25,08:55,UXP,green,Long,True,11:10,6.936,6.173,9.317,4.554,intact,intact,intact
