Date,Day,ADR_Model,ADR_Confirmation,ADR_True_False,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR_Model,ODR_CONF_TIME,ODR_Confirmation,ODR_True_False,ODR Box Color,ODR MAX RET TIME,ODR Close Price,ODR Close Location,ODR Mid Trans,ODR Mid Box,ODR Mid Session,TRANS MAX RET,TRANS MAX EXT,TRANS LOW TIME,TRANS HIGH TIME,RDR_Model,RDR Box Color,RDR_Confirmation,RDR_True_False,RDR_CONF_TIME,RDR IDR MID,RDR DR MID,rdr_idr_highSD,rdr_idr_lowSD,ADR Mid RDR Trans,ADR Mid RDR Box,ADR Mid RDR Session
2022-04-05,Tuesday,UXP/UX,Long,True,broken,broken,broken,DX,4:50,Long,False,red,08:10,-0.165,Inside,broken,broken,intact,-1.215,0.658,09:15,08:50,D,red,Short,True,10:40,-0.892,-0.930,-0.025,-1.759,broken,intact,intact
2022-04-04,Monday,DXP/DX,Long,True,intact,intact,broken,UXP,4:00,Short,False,red,08:25,-3.054,Above,intact,intact,intact,-5.464,-2.625,08:30,09:10,UXP,green,Short,False,11:35,-5.518,-5.446,-6.357,-4.679,intact,intact,intact
2022-04-01,Friday,DXP/DX,Short,True,intact,intact,broken,DXP,4:00,Long,True,green,07:55,-0.216,Inside,intact,intact,intact,-0.433,0.691,08:30,08:50,UXP,green,NO_CONF,NO_CONF,,1.211,0.969,1.691,0.732,intact,broken,broken
2022-03-31,Thursday,DXP/DX,Short,True,intact,intact,intact,DX,4:50,Short,True,red,07:40,0.806,Below,broken,intact,broken,-1.355,1.043,08:55,09:10,UX,red,Short,True,10:45,-1.414,-1.522,-2.226,-0.602,intact,intact,intact
2022-03-30,Wednesday,UXP/UX,Short,True,broken,intact,broken,UXP,4:00,Short,False,red,08:25,-2.122,Above,intact,intact,broken,-4.429,-1.122,08:50,09:15,UXP,green,Short,True,11:20,-3.969,-3.765,-4.592,-3.347,intact,intact,intact
2022-03-29,Tuesday,DXP/DX,Long,True,intact,intact,broken,UX,4:00,Long,False,green,08:20,-3.944,Below,intact,intact,intact,-5.535,-3.889,08:30,08:50,DXP,green,Long,True,10:35,-3.924,-3.882,-3.035,-4.813,intact,intact,broken
2022-03-28,Monday,D,Long,False,intact,intact,intact,DX,6:40,Short,True,green,06:50,1.092,Below,intact,intact,intact,0.046,4.354,09:25,08:40,DXP,red,Short,False,10:50,4.923,5.015,3.908,5.938,intact,intact,intact
2022-03-25,Friday,DXP/DX,Short,False,intact,broken,broken,RX,4:05,Short,True,red,06:15,0.594,Below,intact,intact,broken,0.161,1.033,09:10,09:25,DX,red,Short,False,10:30,0.131,0.114,-0.111,0.372,intact,intact,broken
2022-03-24,Thursday,UXP/UX,Long,False,intact,intact,broken,DX,4:00,Long,True,green,05:30,-0.229,Inside,broken,broken,broken,-0.847,0.019,09:05,08:35,DX,red,Long,False,10:55,-1.159,-1.092,-0.573,-1.745,intact,intact,intact
2022-03-23,Wednesday,RC,Long,True,intact,intact,intact,UXP,5:30,Long,True,green,05:40,2.819,Above,intact,intact,intact,2.590,4.217,08:35,09:10,UXP,red,Long,True,10:40,4.096,4.120,4.675,3.518,intact,intact,intact
2022-03-22,Tuesday,UXP/UX,Long,True,intact,broken,intact,RX,4:05,Short,True,red,08:25,0.712,Below,intact,intact,intact,0.314,1.992,09:25,08:50,DXP,red,Short,False,10:30,2.123,2.199,1.508,2.737,intact,intact,intact
2022-03-21,Monday,UXP/UX,Long,True,intact,intact,intact,UXP,4:05,Long,True,green,05:45,0.071,Inside,intact,intact,intact,-0.354,0.535,09:15,09:00,UXP,green,Long,True,12:35,1.096,0.899,2.051,0.141,intact,intact,intact
2022-03-18,Friday,UXP/UX,Long,True,intact,intact,broken,UXP,5:00,Short,True,red,06:15,0.703,Below,intact,intact,broken,0.006,0.895,08:30,09:25,DX,red,Long,True,13:00,0.241,0.235,-0.227,0.709,broken,broken,broken
2022-03-17,Thursday,DXP/DX,Long,True,intact,intact,intact,UXP,4:00,Long,True,green,04:30,3.085,Above,intact,intact,intact,2.366,4.793,08:30,09:25,UXP,green,Long,True,10:40,4.780,4.994,5.305,4.256,intact,intact,intact
2022-03-16,Wednesday,UXP/UX,Long,True,intact,intact,broken,UXP,4:05,Long,False,green,06:20,-1.976,Below,broken,broken,intact,-1.964,0.554,08:30,09:05,D,red,Short,True,10:30,-1.994,-1.976,-0.422,-3.566,intact,broken,broken
2022-03-15,Tuesday,RC,Short,True,intact,intact,intact,DXP,5:45,Short,True,green,06:40,1.367,Below,intact,intact,broken,0.073,1.431,09:00,09:05,DXP,red,Short,False,11:25,1.596,1.615,0.606,2.587,intact,intact,intact
2022-03-14,Monday,DXP/DX,Short,True,intact,intact,intact,DXP,5:00,Short,True,red,05:05,0.271,Below,intact,intact,intact,-0.120,0.872,09:25,09:10,DXP,red,Short,True,10:45,2.432,2.229,1.406,3.459,intact,intact,intact
2022-03-11,Friday,DXP/DX,Short,True,broken,intact,broken,UX,4:35,Short,False,green,05:50,1.412,Below,intact,broken,broken,0.025,2.160,08:30,09:25,D,green,Long,True,10:30,0.029,0.088,-0.546,0.605,broken,broken,intact
2022-03-10,Thursday,DXP/DX,Short,False,broken,intact,broken,UXP,4:00,Short,False,green,05:20,-1.189,Above,intact,broken,intact,-2.201,-0.591,09:20,08:50,RX,red,Short,True,12:45,0.421,0.527,-1.140,1.982,intact,broken,broken
2022-03-09,Wednesday,DXP/DX,Long,True,broken,broken,intact,D,4:25,Short,True,red,04:30,2.922,Below,intact,intact,intact,2.807,5.102,09:05,08:30,DXP,green,Long,False,11:10,3.705,3.762,3.181,4.229,intact,intact,intact
2022-03-08,Tuesday,U,Long,True,intact,intact,intact,UX,5:30,Long,True,red,08:00,1.390,Above,intact,intact,broken,1.178,2.774,08:30,08:40,UXP,green,Short,True,12:15,3.521,3.466,4.740,2.301,intact,intact,intact
2022-03-07,Monday,UXP/UX,Long,True,intact,broken,broken,RC,4:00,Short,True,red,04:45,4.370,Below,intact,intact,intact,3.693,6.528,09:20,08:50,DXP,green,Long,True,11:20,4.709,4.709,3.567,5.850,intact,intact,intact
2022-03-04,Friday,UXP/UX,Short,True,intact,intact,broken,DXP,4:20,Long,True,red,04:25,2.275,Above,intact,intact,intact,1.333,2.804,09:00,09:25,UXP,green,Short,False,11:00,3.246,3.091,3.580,2.913,broken,intact,broken
2022-03-03,Thursday,UXP/UX,Long,True,intact,intact,broken,UXP,4:00,Short,True,red,08:10,2.775,Below,intact,intact,intact,1.989,9.449,08:55,08:30,DXP,green,Short,True,14:25,5.039,5.287,3.382,6.697,broken,intact,intact
2022-03-02,Wednesday,UXP/UX,Long,True,intact,intact,intact,UXP,4:20,Short,False,red,08:15,-1.767,Above,broken,broken,broken,-2.515,-0.097,09:25,08:40,DX,red,Short,False,10:35,0.481,0.563,-0.369,1.330,intact,intact,broken
2022-03-01,Tuesday,UXP/UX,Long,True,intact,intact,intact,UXP,4:10,Long,True,green,04:25,1.352,Above,intact,intact,intact,1.333,2.743,08:30,09:20,UXP,green,Long,True,10:30,3.462,3.295,4.067,2.857,intact,intact,intact
2022-02-28,Monday,UXP/UX,Long,True,broken,intact,broken,DX,4:30,Long,True,red,07:55,-0.352,Inside,broken,broken,broken,-1.211,0.141,09:25,09:00,D,green,Long,True,10:30,-0.915,-0.908,-0.324,-1.507,intact,intact,broken
2022-02-25,Friday,DXP/DX,Short,True,broken,broken,intact,DX,4:15,Short,True,red,07:25,1.085,Below,intact,intact,intact,1.034,2.085,09:05,08:30,DXP,red,Short,True,11:05,1.352,1.407,0.864,1.839,intact,intact,intact
2022-02-24,Thursday,RC,Long,True,intact,intact,intact,UXP,4:40,Long,True,green,04:45,1.700,Above,intact,broken,broken,0.680,1.910,09:15,08:40,U,red,Short,True,11:30,-0.185,-0.060,0.630,-1.000,intact,intact,broken
2022-02-23,Wednesday,RC,Long,True,broken,broken,broken,RX,4:35,Short,True,red,08:00,-0.598,Inside,broken,broken,broken,-1.098,-0.304,08:45,09:00,UX,green,Short,True,15:00,-1.571,-1.609,-2.543,-0.598,broken,broken,broken
2022-02-22,Tuesday,UXP/UX,Long,True,intact,intact,broken,UXP,6:40,Short,True,green,07:15,0.364,Below,intact,intact,intact,0.000,0.845,09:00,09:25,DXP,red,Short,True,14:30,0.946,0.895,0.124,1.767,broken,broken,broken
2022-02-21,Monday,UXP/UX,Short,True,intact,broken,broken,DX,6:40,Long,True,green,07:35,0.667,Above,intact,intact,intact,0.216,1.412,08:55,08:55,UXP,green,Long,True,10:35,1.490,1.471,1.980,1.000,broken,intact,intact
2022-02-18,Friday,DXP/DX,Short,True,broken,broken,intact,DX,4:05,Short,True,red,04:15,0.702,Below,intact,broken,broken,0.491,2.035,09:20,08:30,D,green,Long,True,10:30,0.237,0.377,-0.930,1.404,intact,intact,broken
2022-02-17,Thursday,DXP/DX,Long,True,intact,intact,intact,UXP,4:45,Short,False,red,08:10,-0.570,Inside,broken,intact,intact,-0.882,1.258,09:25,08:45,DX,green,Short,True,10:50,0.161,0.349,-0.312,0.634,broken,broken,broken
2022-02-16,Wednesday,UXP/UX,Short,True,intact,intact,intact,UXP,4:55,Short,False,green,07:05,-0.755,Inside,intact,intact,broken,-2.122,-0.592,09:15,09:10,UXP,green,Long,False,10:40,-2.276,-2.143,-2.918,-1.633,intact,intact,broken
2022-02-15,Tuesday,UXP/UX,Long,True,broken,intact,intact,DXP,4:00,Short,True,red,04:50,0.533,Below,intact,intact,intact,0.083,1.467,09:25,08:45,DXP,red,Long,True,12:00,1.863,1.796,1.633,2.092,intact,intact,intact
2022-02-14,Monday,UXP/UX,NO_CONF,NO_CONF,broken,intact,intact,DXP,4:00,Short,True,red,05:45,0.198,Below,intact,broken,broken,-0.129,0.545,09:15,08:55,D,green,Long,True,11:00,-0.188,-0.064,-0.663,0.287,intact,intact,broken
2022-02-11,Friday,DXP/DX,Short,False,broken,broken,intact,UX,4:00,Long,True,green,04:50,3.515,Above,intact,intact,intact,1.727,3.697,09:05,08:30,UXP,green,Long,True,10:30,3.076,3.076,3.576,2.576,intact,intact,intact
2022-02-10,Thursday,UXP/UX,Short,True,intact,broken,broken,U,4:10,Long,False,green,05:20,2.208,Above,broken,broken,broken,-4.667,2.458,09:00,08:40,RX,green,Long,False,11:45,1.979,1.500,5.000,-1.042,broken,broken,broken
2022-02-09,Wednesday,RC,Long,False,intact,broken,broken,D,8:10,Short,True,green,08:25,-0.159,Inside,broken,intact,broken,-1.205,-0.102,08:30,09:25,UX,red,Long,False,10:30,-0.994,-1.000,-1.148,-0.841,broken,broken,broken
2022-02-08,Tuesday,D,Short,False,broken,intact,intact,DXP,4:20,Long,False,red,05:25,-2.483,Below,intact,intact,intact,-3.897,-1.724,08:50,09:15,DXP,red,Short,True,10:50,-4.483,-4.276,-3.759,-5.207,intact,intact,intact
2022-02-07,Monday,D,Short,True,broken,intact,intact,DX,4:10,Short,True,red,07:30,-1.065,Inside,broken,broken,broken,-2.717,-0.391,09:25,08:55,D,red,Long,True,10:55,-0.293,-0.239,-0.609,0.022,broken,intact,intact
2022-02-04,Friday,UXP/UX,Long,True,intact,intact,intact,UXP,4:30,Long,True,green,06:05,0.597,Above,intact,intact,intact,0.264,1.250,09:10,09:00,UXP,green,NO_CONF,NO_CONF,,1.438,1.410,2.056,0.819,intact,intact,intact
2022-02-03,Thursday,DXP/DX,Short,False,intact,broken,broken,UXP,4:00,Short,True,red,04:05,2.031,Below,intact,broken,broken,0.062,2.188,08:30,09:00,RX,green,Long,True,10:45,0.078,0.000,-1.188,1.344,broken,broken,intact
2022-02-02,Wednesday,UXP/UX,Short,True,intact,intact,broken,DXP,4:10,Long,True,green,06:35,2.282,Above,intact,broken,broken,0.590,3.179,09:20,08:45,RX,red,Short,True,10:30,-0.256,-0.359,1.077,-1.590,intact,broken,intact
2022-02-01,Tuesday,UXP/UX,Short,True,broken,intact,intact,DX,4:05,Short,True,green,06:05,1.786,Below,intact,broken,broken,1.143,5.429,09:00,08:45,DX,green,Long,True,11:00,1.571,1.518,-0.357,3.500,intact,intact,broken
2022-01-31,Monday,DXP/DX,NO_CONF,NO_CONF,broken,intact,intact,DX,4:25,Short,True,green,05:40,0.839,Below,intact,broken,broken,-0.452,0.935,09:00,09:25,DXP,red,Long,True,12:45,1.484,1.113,0.484,2.484,intact,intact,broken
2022-01-28,Friday,RC,Short,True,broken,broken,broken,RX,4:05,Short,False,red,08:15,-1.873,Above,intact,intact,broken,-3.382,-1.873,08:30,09:00,UXP,red,Short,True,10:40,-2.673,-2.655,-3.345,-2.000,intact,intact,broken
2022-01-27,Thursday,UXP/UX,Short,True,intact,broken,broken,RX,5:15,Long,True,green,06:00,1.912,Above,intact,broken,broken,1.412,3.529,08:30,09:15,RX,red,Short,True,10:30,0.412,0.515,2.412,-1.588,intact,broken,broken
2022-01-26,Wednesday,UXP/UX,Long,False,intact,intact,intact,UXP,4:15,Long,True,green,04:30,7.615,Above,intact,intact,intact,3.231,9.846,09:25,08:30,UXP,green,Long,True,10:55,6.885,6.654,10.154,3.615,intact,intact,intact
2022-01-25,Tuesday,UXP/UX,Long,True,broken,broken,broken,RC,4:25,Long,False,red,07:40,-1.556,Inside,broken,broken,intact,-2.519,-0.111,09:25,09:00,RX,green,Long,True,10:45,0.148,0.093,1.630,-1.333,broken,broken,intact
2022-01-24,Monday,UXP/UX,Short,True,intact,intact,intact,DXP,4:05,Short,True,red,06:50,4.414,Below,intact,intact,intact,3.828,8.069,09:05,08:30,DXP,red,Short,True,11:45,7.828,8.172,5.379,10.276,intact,intact,intact
2022-01-21,Friday,DXP/DX,Long,True,intact,intact,intact,UX,4:15,Short,False,red,08:05,-1.720,Above,intact,broken,intact,-3.440,-1.540,08:30,09:05,UX,red,Long,True,10:40,-1.680,-1.560,-2.440,-0.920,intact,intact,intact
2022-01-20,Thursday,DXP/DX,Long,True,intact,intact,intact,UX,5:00,Long,True,red,08:00,-0.559,Inside,broken,intact,broken,-0.588,1.206,08:30,09:20,UXP,green,Long,False,10:30,1.118,1.059,1.794,0.441,intact,intact,broken
2022-01-19,Wednesday,UXP/UX,Short,True,intact,intact,broken,DXP,4:15,Long,True,red,08:10,-0.400,Inside,broken,intact,broken,-1.033,0.600,08:35,09:25,UXP,green,Long,False,10:40,0.933,0.983,1.533,0.333,intact,intact,broken
2022-01-18,Tuesday,UXP/UX,Long,True,intact,intact,intact,UXP,5:00,Short,True,red,05:50,-0.621,Inside,broken,broken,broken,-0.931,0.672,09:25,08:30,D,green,Long,True,14:30,-0.121,0.034,-0.724,0.483,intact,intact,intact
2022-01-17,Monday,UXP/UX,Long,False,broken,broken,intact,DX,4:00,Short,True,red,05:00,1.056,Below,intact,intact,broken,0.222,2.833,09:05,09:25,DXP,red,Long,True,10:40,0.694,0.750,0.056,1.333,intact,intact,broken
2022-01-14,Friday,DXP/DX,Long,True,intact,intact,broken,UXP,5:10,Long,False,green,08:05,-1.031,Inside,broken,intact,intact,-1.047,0.156,08:30,09:20,UX,green,Long,True,11:25,0.203,0.172,0.453,-0.047,intact,intact,intact
2022-01-13,Thursday,UXP/UX,Short,True,intact,intact,broken,DXP,4:45,Long,False,green,07:50,-1.786,Below,broken,broken,broken,-1.893,0.393,08:45,09:25,U,red,Short,True,10:30,-0.143,-0.125,0.643,-0.929,broken,broken,intact
2022-01-12,Wednesday,UXP/UX,Short,True,intact,broken,broken,U,4:00,Long,True,green,05:00,0.405,Above,intact,intact,intact,0.081,1.351,09:25,08:55,UXP,green,Long,True,10:30,0.905,0.905,1.405,0.405,intact,intact,intact
2022-01-11,Tuesday,RC,Long,True,intact,intact,intact,UXP,4:10,Long,True,green,08:15,-0.097,Inside,broken,broken,intact,-0.742,3.000,08:40,09:10,U,equal,Long,True,10:35,0.323,0.226,1.226,-0.581,intact,intact,intact
2022-01-10,Monday,DXP/DX,Long,True,intact,intact,broken,UXP,4:00,Short,False,red,04:35,0.868,Below,intact,intact,intact,-0.079,0.947,08:30,08:50,DXP,red,NO_CONF,NO_CONF,,1.434,1.132,0.263,2.605,broken,broken,broken
2022-01-07,Friday,RC,Long,True,intact,broken,intact,RC,4:10,Long,True,red,06:50,0.935,Above,broken,intact,intact,-2.290,1.387,09:20,08:30,DXP,red,Short,True,10:50,-2.129,-2.145,-1.290,-2.968,broken,intact,intact
2022-01-06,Thursday,DXP/DX,Short,True,broken,intact,intact,UXP,4:05,Long,True,green,04:15,4.559,Above,intact,intact,intact,3.794,6.971,08:30,09:10,UXP,red,Short,True,13:25,5.279,5.309,6.324,4.235,intact,intact,intact
2022-01-05,Wednesday,RC,Short,True,broken,broken,broken,DX,4:35,Short,False,red,08:15,-2.571,Above,intact,intact,intact,-4.029,-2.257,08:35,09:25,UXP,green,Short,False,10:35,-4.257,-4.229,-4.914,-3.600,intact,intact,broken
2022-01-04,Tuesday,UXP/UX,NO_CONF,NO_CONF,intact,broken,broken,RC,5:10,Long,True,green,07:30,0.958,Above,intact,intact,intact,-0.354,1.333,09:10,08:50,UXP,green,NO_CONF,NO_CONF,,1.427,1.198,2.146,0.708,intact,intact,intact
2022-01-03,Monday,DXP/DX,Short,True,broken,intact,broken,UXP,6:10,Short,True,green,06:20,6.474,Below,intact,intact,broken,5.737,9.474,09:15,08:35,DXP,green,Long,True,10:35,4.079,4.500,2.474,5.684,intact,intact,broken
2021-12-31,Friday,DXP/DX,Long,True,intact,intact,broken,UXP,5:05,Short,True,red,05:30,1.902,Below,intact,intact,intact,0.353,2.098,08:30,09:20,DXP,red,Long,False,11:15,0.735,0.716,0.353,1.118,broken,broken,broken
2021-12-30,Thursday,UXP/UX,Long,False,broken,broken,intact,DX,4:25,Short,True,green,04:50,0.278,Inside,broken,intact,intact,-3.333,1.000,09:00,09:15,UXP,green,Short,True,11:15,-4.083,-4.361,-5.333,-2.833,broken,intact,broken
2021-12-29,Wednesday,RC,Short,True,broken,broken,broken,RC,4:15,Short,True,NEUTRAL,04:55,1.529,Below,intact,intact,broken,1.294,3.412,08:50,08:30,DXP,green,Long,True,10:30,1.588,1.559,0.176,3.000,intact,intact,broken
2021-12-28,Tuesday,UXP/UX,Long,False,broken,broken,intact,RX,4:20,Long,True,green,04:50,1.044,Above,intact,intact,broken,0.156,1.156,09:25,08:30,UX,green,Long,False,10:30,0.267,0.267,0.800,-0.267,intact,intact,intact
2021-12-27,Monday,U,Long,False,intact,intact,broken,DX,7:05,Short,False,green,08:25,-1.400,Above,intact,intact,intact,-3.233,-0.967,08:30,09:15,UXP,green,Long,True,10:30,-4.400,-4.400,-6.500,-2.300,broken,intact,intact
2021-12-23,Thursday,UXP/UX,Long,False,intact,intact,broken,DXP,6:05,Long,True,red,06:10,1.750,Above,intact,intact,intact,0.500,2.464,09:15,09:00,UXP,red,Long,True,11:15,0.929,1.089,1.536,0.321,broken,broken,broken
2021-12-22,Wednesday,UXP/UX,Long,False,intact,broken,broken,RX,4:35,Long,True,green,08:15,-0.902,Inside,broken,broken,intact,-1.412,-0.118,08:45,09:00,U,green,Long,True,10:35,-0.245,-0.265,0.255,-0.745,broken,broken,broken
2021-12-21,Tuesday,UXP/UX,Long,True,broken,broken,broken,RX,5:15,Long,True,red,05:25,1.260,Above,intact,intact,intact,0.260,2.920,09:00,09:25,UXP,red,Long,True,11:05,2.110,2.220,2.400,1.820,intact,intact,intact
2021-12-20,Monday,DXP/DX,Short,True,intact,intact,intact,DXP,4:00,Short,False,red,07:00,-0.385,Inside,broken,broken,broken,-0.856,-0.269,08:30,09:10,DX,red,Short,False,10:35,-0.048,-0.072,-0.317,0.221,intact,intact,intact
2021-12-17,Friday,UXP/UX,Long,False,intact,broken,intact,DX,4:05,Short,True,red,04:25,0.625,Below,intact,intact,intact,0.021,0.750,08:30,09:10,DXP,red,NO_CONF,NO_CONF,,1.552,1.542,0.104,3.000,intact,intact,intact
2021-12-16,Thursday,UXP/UX,NO_CONF,NO_CONF,broken,broken,broken,D,4:05,Short,False,red,06:30,0.226,Below,broken,broken,broken,-1.097,0.516,08:45,09:10,D,green,Long,True,10:40,-0.097,0.065,-0.839,0.645,broken,broken,broken
2021-12-15,Wednesday,D,Short,True,intact,broken,broken,RC,5:05,Short,True,green,05:40,0.476,Inside,broken,intact,broken,-1.143,1.095,08:40,09:00,DXP,red,Long,True,11:00,1.357,1.071,0.476,2.238,broken,broken,broken
2021-12-14,Tuesday,RC,Short,True,intact,intact,broken,UXP,4:35,Short,True,green,07:20,2.486,Below,intact,intact,intact,2.486,5.143,09:00,08:30,DXP,green,Short,False,11:45,3.371,3.314,2.857,3.886,intact,intact,intact
2021-12-13,Monday,UXP/UX,Long,True,broken,broken,intact,DX,4:35,Short,True,red,04:40,1.860,Below,intact,intact,intact,0.907,2.047,09:25,08:55,DXP,red,Long,True,10:35,2.116,2.163,1.465,2.767,intact,intact,intact
2021-12-10,Friday,DXP/DX,Long,True,intact,intact,intact,UXP,4:50,Long,True,green,05:30,0.596,Above,intact,broken,broken,0.021,2.106,09:25,09:00,UX,green,Long,False,10:40,0.255,0.202,0.766,-0.255,intact,intact,intact
2021-12-09,Thursday,UXP/UX,Long,True,intact,broken,intact,DX,4:05,Short,True,red,04:35,1.100,Below,intact,intact,intact,0.600,2.100,08:45,09:15,DXP,green,Short,True,13:25,1.125,1.175,0.575,1.675,intact,intact,intact
2021-12-08,Wednesday,RC,Short,True,intact,intact,broken,DX,4:40,Long,False,green,06:00,0.682,Above,broken,broken,intact,-0.727,1.591,09:20,09:00,UX,green,Long,True,11:20,0.170,0.205,0.773,-0.432,broken,broken,broken
2021-12-07,Tuesday,UXP/UX,Long,True,intact,intact,intact,UXP,4:25,Long,True,green,04:40,0.184,Above,broken,intact,intact,-0.551,0.939,09:05,08:55,UXP,green,Long,True,10:40,1.316,1.173,2.041,0.592,intact,intact,intact
2021-12-06,Monday,DXP/DX,Short,True,broken,broken,broken,DX,4:05,Long,True,red,05:30,0.833,Above,broken,broken,intact,-0.646,1.500,09:25,08:55,U,green,Long,True,11:15,-0.135,-0.177,0.667,-0.937,broken,broken,broken
2021-12-03,Friday,UXP/UX,Short,False,intact,intact,intact,UXP,,NO_CONF,NO_CONF,green,,,Inside,broken,broken,broken,,,08:30,09:15,UX,green,Short,True,10:40,,,,,intact,intact,broken
2021-12-02,Thursday,DXP/DX,NO_CONF,NO_CONF,intact,intact,broken,UX,4:10,Long,False,red,07:40,-2.057,Below,intact,intact,broken,-8.151,-1.717,09:00,08:30,DXP,green,Long,True,10:40,-4.075,-3.915,-2.755,-5.396,intact,intact,broken
2021-12-01,Wednesday,DXP/DX,Long,True,intact,intact,intact,UXP,4:55,Long,False,green,08:25,-1.855,Below,intact,broken,broken,-2.636,-0.745,09:05,09:20,DX,green,Short,True,11:40,-1.445,-1.209,-0.891,-2.000,intact,intact,broken
2021-11-30,Tuesday,RC,Short,True,intact,intact,intact,DXP,4:00,Short,True,red,07:25,1.169,Below,intact,intact,intact,0.394,2.239,08:30,08:55,DXP,green,Short,True,11:10,0.690,0.761,0.127,1.254,intact,intact,intact
2021-11-29,Monday,D,Short,True,broken,broken,broken,RC,5:10,Short,True,red,07:55,-0.779,Inside,intact,broken,intact,-2.325,-0.701,08:30,08:45,RX,red,Short,True,10:30,-0.695,-0.662,-1.974,0.584,intact,broken,intact
2021-11-26,Friday,DXP/DX,Short,True,intact,intact,intact,DXP,4:30,Short,True,red,07:45,-0.475,Inside,broken,intact,intact,-0.852,1.197,09:20,08:40,DXP,red,Short,True,10:30,2.795,2.713,1.311,4.279,intact,intact,intact
2021-11-25,Thursday,RC,Short,True,intact,intact,intact,DXP,4:05,Short,True,green,07:50,0.333,Below,broken,broken,broken,-0.667,0.778,08:45,09:00,DX,red,Long,True,12:15,0.639,0.722,-0.278,1.556,intact,intact,intact
2021-11-24,Wednesday,RC,Long,True,intact,intact,broken,UXP,4:50,Short,True,green,07:00,0.895,Below,intact,intact,intact,0.842,2.132,09:25,08:35,DXP,green,Long,True,11:00,0.895,0.947,0.500,1.289,broken,broken,broken
2021-11-23,Tuesday,UXP/UX,Short,True,intact,intact,broken,DXP,7:00,Short,False,red,08:25,-1.948,Above,intact,intact,intact,-4.138,-1.552,08:30,09:05,UXP,green,Long,True,13:00,-4.448,-4.603,-5.190,-3.707,intact,intact,intact
2021-11-22,Monday,DXP/DX,Long,True,intact,intact,broken,UXP,6:50,Short,True,green,07:10,1.634,Below,intact,broken,broken,0.317,2.707,09:20,08:45,DX,green,Long,True,10:35,0.476,0.390,-0.049,1.000,broken,intact,intact
2021-11-19,Friday,UXP/UX,Long,True,intact,intact,broken,UXP,4:00,Short,True,red,04:20,8.091,Below,intact,intact,intact,4.030,9.545,09:10,09:15,DXP,red,Short,True,11:05,6.652,6.485,5.212,8.091,intact,intact,intact
2021-11-18,Thursday,DXP/DX,Short,True,intact,intact,broken,DX,4:10,Long,True,green,07:25,1.057,Above,intact,intact,intact,0.849,2.132,09:00,09:25,UXP,red,Long,True,13:25,1.321,1.472,2.132,0.509,intact,intact,intact
2021-11-17,Wednesday,RC,Short,True,broken,broken,broken,RX,4:30,Short,True,green,07:20,0.360,Inside,broken,intact,intact,-0.800,1.800,08:45,09:05,DX,red,Short,True,10:55,0.520,0.800,-0.400,1.440,broken,intact,intact
2021-11-16,Tuesday,UXP/UX,Long,True,intact,intact,intact,UXP,4:00,Short,True,red,08:25,-0.609,Inside,broken,intact,intact,-0.609,3.739,09:15,08:30,DXP,red,Short,False,10:35,4.239,3.717,3.130,5.348,broken,intact,broken
2021-11-15,Monday,D,Short,True,intact,intact,intact,DX,4:15,Short,True,green,08:25,0.028,Inside,intact,intact,broken,-0.417,1.722,09:25,08:35,DXP,red,Long,True,10:40,1.611,1.486,1.083,2.139,intact,intact,broken
2021-11-12,Friday,DXP/DX,Short,True,intact,intact,intact,DXP,4:00,Short,True,red,08:10,-0.067,Inside,intact,broken,broken,-0.333,1.150,09:00,09:20,RC,green,Long,False,11:15,-0.458,-0.508,-0.817,-0.100,intact,intact,broken
2021-11-11,Thursday,DXP/DX,Short,True,broken,broken,broken,DX,4:20,Long,False,red,06:40,-1.854,Below,broken,intact,broken,-2.902,0.805,08:40,09:25,UXP,green,Short,True,11:25,1.134,1.122,1.756,0.512,broken,broken,broken
2021-11-10,Wednesday,UXP/UX,Long,False,broken,intact,intact,DX,4:00,Short,True,red,04:05,0.433,Below,broken,broken,intact,-1.300,0.833,08:30,08:55,D,red,Short,True,10:40,0.267,0.483,-0.767,1.300,broken,intact,intact
2021-11-09,Tuesday,RC,Short,True,broken,broken,broken,U,4:10,Long,True,green,08:25,-0.708,Inside,broken,intact,intact,-1.188,0.354,09:00,09:25,UXP,green,Long,True,12:15,0.521,0.531,1.042,0.000,broken,intact,intact
2021-11-08,Monday,UXP/UX,Long,True,broken,broken,broken,RC,4:05,Long,False,red,08:25,-3.500,Below,intact,broken,broken,-4.389,-1.056,09:25,08:35,RX,green,Long,True,15:45,-1.667,-2.250,0.167,-3.500,intact,broken,broken
2021-11-05,Friday,DXP/DX,Short,True,intact,intact,broken,DXP,4:05,Long,True,red,07:25,0.020,Inside,broken,broken,intact,-0.647,0.824,09:00,09:25,U,red,Long,True,10:45,-0.167,0.029,0.294,-0.627,broken,broken,broken
2021-11-04,Thursday,DXP/DX,Short,True,broken,broken,intact,UX,4:05,Long,True,green,04:25,2.356,Above,intact,intact,broken,2.373,4.271,08:30,09:20,UXP,red,Short,True,10:50,2.169,2.229,3.644,0.695,intact,intact,broken
2021-11-03,Wednesday,DXP/DX,Short,True,broken,broken,intact,D,4:05,Short,True,red,05:15,1.353,Below,intact,intact,intact,0.971,3.971,09:10,08:30,DXP,green,Short,True,11:00,1.956,2.221,1.324,2.588,intact,intact,intact
