date,Day,Holiday,ADR_Model,ADR_Confirmation,ADR_True_False,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR_Model,ODR_CONF_TIME,ODR_Confirmation,ODR_True_False,ODR Box Color,ODR MAX RET TIME,ODR MAX EXT TIME,ODR Close Price,ODR Close Location,ODR Mid Trans,ODR Mid Box,ODR Mid Session,TRANS MAX RET,TRANS MAX EXT,TRANS LOW TIME,TRANS HIGH TIME,RDR_Model,RDR Box Color,RDR_Confirmation,RDR_True_False,RDR_CONF_TIME,RDR IDR MID,RDR DR MID,rdr_idr_highSD,rdr_idr_lowSD,ADR Mid RDR Trans,ADR Mid RDR Box,ADR Mid RDR Session,time_of_day_max_price,time_of_day_min_price
1/11/2021,Monday,No,UXP/UX,Short,TRUE,intact,intact,intact,DXP,4:00,Long,FALSE,green,5:00,8:15,-0.917,Inside,intact,broken,intact,-1.833,-0.625,9:25,9:05,D,green,Long,TRUE,10:40,-0.833,-1.021,-0.042,-1.625,intact,intact,broken,12:40,09:30
1/8/2021,Friday,No,UXP/UX,Long,TRUE,intact,broken,intact,U,6:15,Long,TRUE,green,6:30,4:30,1.423,Above,intact,intact,intact,0.923,2.077,8:40,9:00,UXP,red,Long,TRUE,11:00,1.096,1.038,1.731,0.462,intact,intact,intact,15:45,20:20
1/7/2021,Thursday,No,UXP/UX,Long,TRUE,intact,intact,intact,UXP,5:45,Short,TRUE,green,8:00,4:30,0.094,Inside,intact,intact,broken,0.063,1.188,8:55,8:30,DXP,red,Long,TRUE,10:35,0.453,0.406,0.156,0.75,broken,broken,intact,02:10,19:40
1/6/2021,Wednesday,No,UXP/UX,Long,TRUE,broken,broken,broken,RX,5:00,Long,FALSE,red,7:45,4:15,-0.429,Inside,broken,broken,broken,-0.971,0.371,9:20,9:00,RC,red,Long,FALSE,10:30,-0.529,-0.529,-0.2,-0.857,broken,broken,broken,13:30,15:05
1/5/2021,Tuesday,No,DXP/DX,Long,FALSE,broken,broken,broken,RC,4:30,Long,TRUE,green,5:15,8:00,3,Above,intact,intact,intact,1.35,6.55,9:00,9:25,UXP,green,Long,TRUE,10:45,8.8,8.2,9.9,7.7,intact,intact,intact,14:05,01:10
1/4/2021,Monday,No,UXP/UX,Long,TRUE,intact,intact,broken,UXP,4:15,Short,TRUE,green,4:30,6:45,5.048,Below,intact,intact,intact,1.619,5.238,9:25,9:00,DXP,green,Short,TRUE,10:35,4.286,4.452,3.286,5.286,broken,broken,intact,03:00,15:20
12/31/2020,Thursday,No,UXP/UX,Short,FALSE,broken,broken,broken,D,6:00,Short,TRUE,red,6:00,8:00,0.81,Below,intact,intact,broken,0.19,1.381,8:40,9:25,DXP,red,Long,TRUE,10:55,0.738,0.857,0.286,1.19,intact,intact,broken,14:25,07:25
12/30/2020,Wednesday,No,RC,Long,TRUE,broken,intact,intact,UXP,4:45,Long,TRUE,green,8:15,6:30,-1.75,Inside,intact,broken,broken,-9.25,-1.5,9:25,8:30,DX,green,Long,TRUE,10:40,-4,-5.062,-0.75,-7.25,broken,broken,broken,10:45,09:30
12/29/2020,Tuesday,No,DXP/DX,Long,FALSE,broken,intact,broken,UX,5:00,Long,TRUE,red,8:00,6:15,-0.036,Inside,broken,broken,broken,-0.786,0.286,8:45,9:10,U,red,Short,TRUE,13:00,-0.339,-0.393,0.25,-0.929,intact,broken,broken,05:35,22:05
12/28/2020,Monday,No,U,NO_CONF,NO_CONF,broken,intact,intact,UXP,4:00,Long,TRUE,green,8:15,5:00,-0.724,Inside,broken,intact,intact,-2,-0.379,9:20,9:00,DXP,green,Short,TRUE,13:25,-1.603,-1.655,-1.069,-2.138,intact,broken,broken,04:50,14:25
12/23/2020,Wednesday,No,DXP/DX,Short,TRUE,intact,broken,intact,U,4:30,Long,TRUE,green,4:30,7:45,0.323,Above,intact,intact,intact,0.161,1.581,8:30,9:25,UXP,green,Long,TRUE,10:40,2.306,2.226,2.839,1.774,intact,intact,intact,11:45,00:45
12/22/2020,Tuesday,No,UXP/UX,Short,TRUE,intact,intact,intact,DXP,5:00,Long,TRUE,green,8:00,4:30,0,Inside,broken,broken,broken,-0.588,0.412,9:00,8:55,U,green,Long,FALSE,11:05,-0.176,-0.221,0.353,-0.706,intact,intact,intact,20:25,01:55
12/21/2020,Monday,No,DXP/DX,Short,TRUE,intact,intact,intact,DXP,4:00,Short,TRUE,red,7:15,4:15,0.926,Below,intact,broken,broken,0.185,2.222,9:05,8:55,DX,green,Long,TRUE,13:15,0.167,0.5,-0.222,0.556,intact,intact,intact,19:35,05:30
12/18/2020,Friday,No,D,Short,TRUE,intact,broken,broken,RX,4:00,Long,TRUE,green,5:30,5:30,0.042,Inside,intact,intact,intact,-0.208,1.708,8:30,9:25,UXP,green,Long,TRUE,10:40,1.646,1.604,2.458,0.833,intact,intact,intact,14:25,00:45
12/17/2020,Thursday,No,UXP/UX,Long,TRUE,intact,intact,broken,UXP,4:45,Short,TRUE,red,8:00,4:15,1.267,Below,intact,broken,broken,-0.133,1.8,8:40,9:15,D,green,Short,TRUE,10:30,-0.033,-0.267,-0.667,0.6,intact,intact,intact,03:00,07:30
12/16/2020,Wednesday,No,UXP/UX,Long,FALSE,broken,broken,broken,U,4:30,Long,TRUE,green,7:30,5:30,-0.455,Inside,broken,broken,broken,-2,0,9:05,8:30,DX,red,Long,TRUE,10:30,-1.273,-1.432,-0.591,-1.955,broken,broken,broken,14:00,10:10
12/15/2020,Tuesday,No,UXP/UX,Short,TRUE,broken,broken,broken,RX,4:30,Long,TRUE,green,6:45,4:45,0.854,Above,intact,intact,intact,0.537,1.268,9:10,8:40,UXP,green,Long,TRUE,10:45,0.805,0.78,1.146,0.463,intact,intact,intact,10:50,03:00
12/14/2020,Monday,No,RC,Long,TRUE,intact,intact,intact,UXP,4:15,Short,TRUE,red,6:15,6:15,-0.52,Inside,broken,intact,intact,-1.52,0.6,9:25,9:00,DXP,red,Short,FALSE,10:45,1.28,1.42,0.32,2.24,intact,broken,broken,09:00,11:00
12/11/2020,Friday,No,UXP/UX,Short,TRUE,broken,broken,intact,D,4:15,Short,TRUE,red,7:45,5:15,0.023,Inside,intact,broken,intact,-0.318,0.295,9:05,9:20,DX,green,NO_CONF,NO_CONF,,0.136,0.193,-0.409,0.682,intact,intact,intact,20:20,09:45
12/10/2020,Thursday,No,DXP/DX,Short,TRUE,intact,broken,broken,U,4:15,Long,TRUE,green,4:45,8:00,2.667,Above,intact,intact,intact,0.933,4.933,8:55,9:10,UXP,green,Long,TRUE,10:35,6.833,6.9,9.4,4.267,intact,intact,intact,11:00,02:55
12/9/2020,Wednesday,No,UXP/UX,Short,TRUE,broken,intact,broken,UXP,6:30,Short,TRUE,green,8:15,5:15,-0.139,Inside,broken,broken,broken,-0.889,0.028,8:30,9:00,RC,green,Short,TRUE,10:30,-0.444,-0.431,-0.722,-0.167,intact,intact,broken,03:50,11:05
12/8/2020,Tuesday,No,DXP/DX,Short,TRUE,intact,broken,broken,RX,4:00,Long,TRUE,green,8:00,8:15,-0.833,Inside,broken,broken,broken,-1.2,-0.4,9:00,9:00,RX,green,Long,TRUE,11:00,-0.7,-0.75,0.1,-1.5,intact,broken,broken,04:15,02:15
12/7/2020,Monday,No,UXP/UX,Short,TRUE,intact,intact,intact,DXP,4:00,Short,TRUE,red,5:30,5:45,-1.188,Inside,broken,broken,broken,-1.781,-0.406,8:45,9:05,RC,red,Long,TRUE,10:45,-0.672,-0.656,-1,-0.344,broken,intact,broken,12:55,04:05
12/4/2020,Friday,No,UXP/UX,Long,TRUE,intact,intact,broken,UXP,5:00,Short,TRUE,green,6:30,8:15,2.25,Below,intact,intact,intact,1.208,3.208,9:25,8:35,DXP,green,Long,TRUE,11:40,1.958,2.021,1.25,2.667,broken,broken,broken,03:45,09:25
12/3/2020,Thursday,No,UXP/UX,Long,TRUE,broken,intact,broken,UXP,4:30,Short,TRUE,green,5:00,7:30,1.538,Below,broken,intact,broken,-1.154,2.077,9:05,8:40,DXP,green,Long,TRUE,11:05,1.038,1.192,0.077,2,broken,broken,broken,12:50,04:35
12/2/2020,Wednesday,No,DXP/DX,Short,TRUE,intact,intact,broken,UXP,4:15,Long,FALSE,green,6:30,5:15,-1,Inside,broken,intact,intact,-1.154,-0.115,8:35,9:05,UXP,green,Long,TRUE,10:40,0.942,0.712,1.731,0.154,intact,intact,intact,12:15,21:20
12/1/2020,Tuesday,No,RC,Short,TRUE,intact,broken,broken,RX,4:15,Long,TRUE,green,8:00,6:45,-0.922,Inside,intact,intact,intact,-1.373,-0.765,9:05,8:50,DXP,red,Short,TRUE,10:30,-1.52,-1.52,-1.216,-1.824,broken,intact,intact,04:10,10:35
11/30/2020,Monday,No,DXP/DX,Short,TRUE,intact,intact,broken,DXP,4:00,Long,TRUE,green,5:30,6:15,1.7,Above,intact,intact,broken,1.4,4.6,8:30,9:00,UXP,red,Short,FALSE,10:35,1.7,1.75,2.2,1.2,intact,broken,broken,09:00,01:15
11/25/2020,Wednesday,No,UXP/UX,Long,TRUE,intact,intact,intact,UXP,6:30,Short,FALSE,red,8:15,7:15,-0.773,Inside,broken,broken,broken,-1.545,0.545,8:40,9:25,RX,red,Long,TRUE,12:10,-0.545,-0.455,-1.364,0.273,intact,intact,intact,13:30,20:00
11/24/2020,Tuesday,No,UXP/UX,Long,TRUE,intact,intact,intact,UXP,6:15,Long,TRUE,red,7:00,5:00,-0.259,Inside,intact,intact,intact,-0.259,1.333,8:30,9:25,UXP,green,Long,TRUE,11:05,3.167,3.13,4.926,1.407,intact,intact,intact,11:10,20:20
11/23/2020,Monday,No,UXP/UX,Short,FALSE,intact,intact,intact,UXP,6:00,Short,TRUE,green,8:00,4:30,0.654,Below,intact,intact,intact,0.154,1.154,8:40,9:00,DXP,red,Long,TRUE,10:35,1.212,1.25,0.808,1.615,intact,intact,intact,03:55,20:45
11/20/2020,Friday,No,UXP/UX,Long,TRUE,broken,broken,intact,U,5:15,Long,TRUE,green,8:00,6:45,-0.037,Inside,broken,broken,broken,-1.556,0.222,9:15,8:35,D,green,Long,TRUE,10:30,-0.63,-0.704,-0.222,-1.037,broken,broken,broken,15:35,09:15
11/19/2020,Thursday,No,DXP/DX,Long,TRUE,intact,broken,broken,U,4:00,Short,TRUE,red,8:15,6:00,-0.468,Inside,broken,broken,broken,-1,-0.234,8:35,9:00,DX,red,Short,FALSE,11:25,-0.298,-0.351,-0.468,-0.128,intact,broken,broken,15:00,05:10
11/18/2020,Wednesday,No,RC,Short,FALSE,intact,intact,intact,UXP,4:15,Long,TRUE,green,4:30,8:00,1.069,Above,intact,intact,intact,0.034,1.379,9:25,9:10,UXP,green,Short,FALSE,10:40,0.517,0.483,0.828,0.207,intact,intact,intact,07:45,21:00
11/17/2020,Tuesday,No,RC,Long,TRUE,broken,intact,broken,DX,4:15,Long,FALSE,red,8:15,5:00,-2.034,Below,intact,intact,broken,-3.138,-1.483,8:40,9:15,DX,green,Short,FALSE,10:50,-1.241,-1.241,-0.724,-1.759,intact,intact,broken,01:15,08:40
11/16/2020,Monday,No,RC,Long,TRUE,intact,intact,intact,UXP,4:00,Short,FALSE,red,8:00,7:30,-2.857,Above,intact,intact,intact,-4.143,-2.893,8:30,9:15,UXP,red,Short,TRUE,13:25,-2.179,-2.232,-2.964,-1.393,intact,intact,intact,09:15,20:00
11/13/2020,Friday,No,DXP/DX,Short,TRUE,intact,broken,broken,D,4:45,Long,FALSE,green,8:00,4:15,-0.906,Inside,broken,broken,intact,-1.344,0.469,8:45,9:05,D,red,Short,TRUE,14:25,-0.656,-0.5,-0.125,-1.187,broken,broken,intact,09:05,15:40
11/12/2020,Thursday,No,DXP/DX,Long,FALSE,broken,broken,broken,D,4:00,Short,TRUE,red,6:15,6:30,-0.341,Inside,broken,intact,broken,-1.317,-0.098,8:30,9:25,UXP,green,Long,FALSE,10:50,-1.524,-1.427,-1.927,-1.122,broken,intact,broken,10:55,14:50
11/11/2020,Wednesday,No,UXP/UX,Long,TRUE,intact,intact,intact,UXP,4:30,Long,TRUE,green,8:15,8:15,-1.316,Inside,broken,broken,broken,-1.789,0.947,8:35,9:25,U,red,Short,TRUE,10:45,0.026,0,0.632,-0.579,intact,intact,broken,05:30,14:25
11/10/2020,Tuesday,No,DXP/DX,Long,TRUE,intact,intact,intact,UXP,4:15,Long,TRUE,green,8:15,6:45,-0.821,Inside,broken,intact,intact,-0.964,0.964,8:30,9:20,UXP,green,Long,FALSE,10:30,1.071,1.036,1.607,0.536,intact,intact,intact,14:35,19:50
11/9/2020,Monday,No,U,NO_CONF,NO_CONF,broken,broken,broken,DX,4:15,Long,TRUE,red,4:45,4:00,14.842,Above,intact,intact,intact,12.158,15.947,8:55,8:35,UXP,red,Short,TRUE,11:10,14.5,14.684,15.632,13.368,intact,intact,intact,08:15,03:35
11/6/2020,Friday,No,DXP/DX,Short,TRUE,broken,broken,intact,RC,4:00,Short,TRUE,red,4:45,8:00,1.677,Below,intact,intact,intact,-0.484,1.677,8:30,9:15,DXP,red,Short,TRUE,10:55,0.952,0.968,0.484,1.419,broken,intact,intact,03:15,12:00
11/5/2020,Thursday,No,UXP/UX,Short,TRUE,intact,broken,broken,RC,4:45,Long,TRUE,green,7:00,6:15,-0.067,Inside,intact,broken,broken,-0.267,1.667,9:20,8:40,UX,green,Short,TRUE,10:55,1.433,1.3,3.067,-0.2,intact,intact,broken,10:20,21:35
11/4/2020,Wednesday,No,U,Long,TRUE,broken,intact,broken,DXP,4:00,Long,TRUE,green,4:00,8:15,2.5,Above,intact,intact,intact,1.563,2.937,9:00,8:40,UXP,red,Long,TRUE,10:45,1.094,1.094,1.969,0.219,intact,broken,intact,14:30,02:45
11/3/2020,Tuesday,No,UXP/UX,Short,TRUE,intact,broken,intact,UX,4:30,Long,TRUE,green,5:45,4:30,0.167,Inside,intact,intact,intact,0.071,0.5,9:00,9:20,UXP,red,Short,TRUE,11:20,0.292,0.304,0.512,0.071,intact,intact,intact,10:05,02:45
11/2/2020,Monday,No,DXP/DX,Long,TRUE,broken,broken,intact,U,4:00,Long,TRUE,green,5:45,6:15,2.182,Above,intact,intact,intact,1.023,2.75,9:00,8:30,UXP,green,Long,TRUE,12:15,2.659,2.693,3.455,1.864,intact,intact,intact,15:45,19:35
10/30/2020,Friday,No,UXP/UX,Long,FALSE,intact,intact,broken,DXP,4:00,Long,TRUE,green,6:30,6:45,0.676,Above,broken,broken,broken,-0.706,0.706,9:25,8:30,DX,red,Short,TRUE,11:25,-1.044,-0.824,-0.5,-1.588,broken,intact,intact,22:05,13:35
10/29/2020,Thursday,No,UXP/UX,Short,TRUE,broken,intact,intact,DXP,4:00,Short,TRUE,red,4:30,5:00,5.966,Below,intact,intact,intact,5.379,7.31,9:25,8:50,DXP,green,Long,TRUE,10:40,5.793,5.931,4.138,7.448,intact,intact,intact,19:55,09:40
10/28/2020,Wednesday,No,RC,Long,FALSE,intact,intact,intact,DXP,4:15,Short,TRUE,red,4:15,7:30,2.261,Below,intact,intact,intact,2.261,4.565,9:15,8:30,DXP,red,Long,FALSE,10:35,4.196,4.087,3.522,4.87,intact,intact,intact,20:40,13:15
10/27/2020,Tuesday,No,RC,Long,TRUE,intact,intact,broken,UXP,5:00,Short,FALSE,red,6:15,5:45,-0.208,Inside,broken,broken,broken,-0.542,0.958,9:00,9:25,RC,red,Long,TRUE,11:00,-0.5,-0.521,-0.917,-0.083,broken,intact,intact,13:35,09:00
10/26/2020,Monday,No,DXP/DX,Long,FALSE,intact,intact,intact,DXP,5:30,Long,TRUE,red,5:45,5:15,0,Inside,broken,broken,broken,-0.788,0.606,9:00,9:15,RX,red,Short,TRUE,10:30,-0.303,-0.273,0.455,-1.061,intact,intact,intact,20:50,11:15
10/23/2020,Friday,No,RC,Long,FALSE,intact,intact,broken,DX,4:00,Long,TRUE,green,4:45,4:45,0.889,Above,intact,broken,broken,0.5,2,8:45,9:00,UX,red,Short,TRUE,10:45,0.028,0.306,0.556,-0.5,intact,broken,broken,06:20,13:15
10/22/2020,Thursday,No,DXP/DX,Short,TRUE,broken,intact,intact,UXP,4:00,Long,TRUE,green,5:45,8:15,-0.292,Inside,broken,intact,intact,-0.667,0.958,8:50,9:05,UXP,green,Long,TRUE,10:50,1.375,1.354,1.833,0.917,intact,intact,intact,11:20,01:00
10/21/2020,Wednesday,No,UXP/UX,Long,TRUE,broken,intact,intact,DX,4:00,Short,TRUE,red,5:30,7:15,0.158,Inside,intact,intact,intact,-0.421,1.842,9:25,8:50,DXP,green,Short,TRUE,10:45,0.974,1.026,0.526,1.421,intact,intact,intact,23:20,13:00
10/20/2020,Tuesday,No,DXP/DX,Long,FALSE,broken,broken,broken,UX,4:15,Short,FALSE,green,6:30,4:30,0.467,Below,intact,broken,broken,0.067,3.067,9:15,8:45,DX,equal,Long,TRUE,12:05,0.933,0.867,-0.4,2.267,broken,broken,broken,14:15,09:15
10/19/2020,Monday,No,UXP/UX,Short,TRUE,intact,broken,broken,RX,4:00,Short,TRUE,red,8:00,5:45,0.211,Below,broken,broken,broken,-0.658,0.316,8:30,9:20,RC,green,Short,TRUE,13:50,-0.5,-0.513,-0.842,-0.158,broken,broken,broken,11:25,15:50
10/16/2020,Friday,No,UXP/UX,Long,FALSE,intact,intact,intact,DXP,5:15,Short,TRUE,green,7:45,5:30,-0.133,Inside,broken,intact,broken,-0.733,0.5,9:15,8:35,DXP,green,Long,TRUE,10:35,0.667,0.617,0.033,1.3,intact,intact,intact,20:35,09:50
10/15/2020,Thursday,No,UXP/UX,Short,TRUE,intact,intact,intact,DXP,4:15,Short,TRUE,red,4:30,7:15,5.789,Below,intact,intact,broken,5.421,7.895,9:05,8:45,DXP,green,Long,TRUE,11:05,5.026,5.132,4.421,5.632,intact,intact,intact,19:30,09:05
10/14/2020,Wednesday,No,U,Short,TRUE,intact,intact,broken,DXP,4:15,Long,FALSE,red,6:30,5:30,1.9,Above,intact,intact,intact,1.8,9.3,8:30,9:25,UXP,red,NO_CONF,NO_CONF,,9.4,9.35,10.7,8.1,broken,intact,intact,15:05,06:30
10/13/2020,Tuesday,No,RC,Short,FALSE,intact,broken,broken,RX,4:00,Long,TRUE,red,4:15,4:00,2.52,Above,intact,intact,intact,1.12,2.56,9:05,8:30,UXP,red,Long,TRUE,11:30,2,1.96,2.56,1.44,intact,intact,intact,13:00,03:20
10/12/2020,Monday,No,DXP/DX,Long,TRUE,intact,broken,broken,RC,4:00,Short,TRUE,red,5:15,7:45,0.5,Below,intact,intact,intact,-0.333,0.889,9:00,8:40,DXP,red,NO_CONF,NO_CONF,,2.278,2.667,0.056,4.5,intact,intact,intact,21:50,09:50
10/9/2020,Friday,No,UXP/UX,Short,TRUE,broken,broken,broken,UX,4:15,Short,TRUE,green,4:30,6:00,2.286,Below,intact,intact,broken,0.429,2.357,8:35,9:15,DXP,red,Long,FALSE,11:45,1.571,1.536,0.786,2.357,intact,intact,broken,11:50,13:30
10/8/2020,Thursday,No,UXP/UX,Short,TRUE,broken,intact,intact,UXP,4:00,Long,TRUE,green,4:15,7:15,1.944,Above,intact,intact,intact,1.222,3.944,8:35,9:15,UXP,red,Short,FALSE,10:40,3.167,3.306,3.722,2.611,intact,intact,intact,13:25,21:25
10/7/2020,Wednesday,No,DXP/DX,Long,TRUE,intact,intact,broken,UXP,4:00,Short,TRUE,red,4:45,5:00,0.708,Below,intact,intact,intact,-0.167,1.833,9:20,8:40,DXP,red,Short,FALSE,10:55,1.667,1.75,0.583,2.75,broken,broken,broken,03:05,10:55
10/6/2020,Tuesday,No,UXP/UX,Long,TRUE,intact,broken,broken,U,4:00,Short,FALSE,red,8:15,5:00,-2.667,Above,intact,intact,intact,-3.795,-2.205,8:50,9:20,UXP,green,Short,TRUE,12:00,-3.692,-3.603,-4,-3.385,intact,intact,intact,14:45,20:10
10/5/2020,Monday,No,UXP/UX,Long,TRUE,intact,intact,intact,UXP,4:00,Long,TRUE,green,4:30,6:30,2.654,Above,intact,intact,intact,2,4.154,8:45,9:15,UXP,green,Long,TRUE,10:30,3.846,3.788,4.577,3.115,intact,intact,intact,11:35,19:30
10/2/2020,Friday,No,RC,Short,TRUE,intact,intact,intact,DXP,5:15,Short,TRUE,red,5:15,7:00,0.793,Below,intact,intact,broken,0.517,3.138,9:00,8:30,DXP,green,Long,TRUE,10:30,1.586,1.569,0.276,2.897,intact,intact,intact,20:00,09:00
10/1/2020,Thursday,No,UXP/UX,Long,TRUE,intact,broken,broken,U,4:00,Short,TRUE,red,5:15,7:15,1.176,Below,intact,intact,intact,0.588,2.971,9:25,8:45,DXP,red,Short,TRUE,11:05,4.074,3.971,2.324,5.824,intact,intact,intact,02:00,11:40
9/30/2020,Wednesday,No,DXP/DX,Short,TRUE,intact,broken,broken,RC,4:15,Long,FALSE,green,5:15,8:00,0.769,Above,broken,intact,intact,-0.692,3.462,9:05,9:15,UXP,red,Long,TRUE,10:35,2.885,2.808,3.769,2,broken,intact,intact,14:15,05:25
9/29/2020,Tuesday,No,UXP/UX,Long,FALSE,intact,intact,intact,DXP,5:45,Long,TRUE,green,8:00,8:15,-0.25,Inside,broken,intact,intact,-3.687,0.562,9:15,8:50,DXP,red,Short,TRUE,10:30,-3.156,-3.25,-2.562,-3.75,intact,intact,intact,20:50,12:15
9/28/2020,Monday,No,UXP/UX,Short,TRUE,intact,intact,broken,DXP,6:00,Long,TRUE,green,6:15,8:00,3.571,Above,intact,intact,intact,1.286,5.857,9:25,9:10,UXP,green,Long,TRUE,12:10,1.893,1.929,3.643,0.143,intact,broken,intact,14:50,01:35
9/25/2020,Friday,No,UXP/UX,Long,TRUE,broken,broken,broken,UX,4:30,Long,FALSE,green,7:30,8:00,-2.043,Below,intact,intact,intact,-2.87,-1.696,9:20,8:55,DXP,red,Long,TRUE,10:50,-2.783,-2.609,-2.217,-3.348,intact,intact,broken,23:05,10:10
9/24/2020,Thursday,No,DXP/DX,Long,TRUE,intact,intact,intact,UXP,5:30,Long,TRUE,green,8:00,8:15,0.875,Above,broken,intact,intact,-1.063,1.688,9:00,9:25,UXP,green,Long,TRUE,13:25,1.531,1.469,3,0.062,intact,intact,intact,14:15,19:35
9/23/2020,Wednesday,No,DXP/DX,Short,TRUE,intact,broken,broken,RX,4:00,Long,TRUE,green,4:15,4:15,0.359,Above,intact,intact,broken,0.154,0.897,9:00,9:25,UXP,red,Long,FALSE,10:40,0.462,0.372,0.897,0.026,intact,broken,broken,12:35,02:15
9/22/2020,Tuesday,No,RC,Short,TRUE,intact,intact,broken,DXP,4:00,Long,TRUE,green,8:15,4:45,-0.364,Inside,intact,broken,broken,-0.364,1.682,8:30,9:15,UX,red,Short,TRUE,10:55,0.841,0.841,2.136,-0.455,broken,broken,broken,09:40,13:05
9/21/2020,Monday,No,DXP/DX,Long,TRUE,broken,intact,intact,DXP,4:00,Short,TRUE,red,5:15,8:15,0.244,Below,broken,intact,intact,-0.756,0.561,8:45,9:00,DXP,red,Short,TRUE,10:30,1.183,1.024,0.293,2.073,intact,intact,intact,22:30,11:30
9/18/2020,Friday,No,UXP/UX,Short,FALSE,intact,intact,broken,UXP,4:00,Short,TRUE,red,6:30,5:15,1.429,Below,intact,broken,broken,-0.2,1.657,8:30,9:10,D,green,Long,FALSE,10:55,-0.186,-0.086,-0.571,0.2,broken,broken,broken,03:05,08:15
9/17/2020,Thursday,No,UXP/UX,Short,TRUE,intact,intact,broken,DXP,4:00,Long,TRUE,green,8:15,4:30,0.4,Above,intact,intact,intact,-0.3,0.733,9:15,9:00,UX,green,Long,TRUE,10:40,1.583,1.633,3.233,-0.067,intact,broken,intact,11:10,02:30
9/16/2020,Wednesday,No,UXP/UX,Long,TRUE,intact,intact,intact,UXP,4:15,Long,TRUE,green,5:45,6:30,-0.571,Inside,broken,broken,broken,-1.476,1.095,8:45,9:25,UX,green,Long,TRUE,11:10,0.786,0.81,1.905,-0.333,intact,intact,intact,14:25,19:45
9/15/2020,Tuesday,No,UXP/UX,Short,TRUE,broken,broken,broken,D,4:30,Long,TRUE,NEUTRAL,4:30,8:15,2.222,Above,intact,intact,intact,1,2.889,9:05,8:55,UXP,red,Long,TRUE,11:30,1.833,1.833,2.778,0.889,intact,intact,intact,13:30,03:30
9/14/2020,Monday,No,UXP/UX,Short,FALSE,broken,broken,intact,RX,4:00,Short,TRUE,red,7:45,4:45,1.241,Below,intact,intact,broken,0.276,1.655,9:00,9:20,DXP,green,Long,TRUE,13:25,0.707,0.741,0,1.414,intact,intact,broken,23:10,09:30
9/11/2020,Friday,No,DXP/DX,Short,TRUE,broken,broken,broken,RX,7:15,Long,TRUE,red,8:00,7:30,-0.897,Inside,broken,broken,broken,-1.974,-0.41,9:00,9:25,RC,green,Long,TRUE,10:45,-0.526,-0.577,-0.077,-0.974,broken,broken,broken,11:05,09:00
9/10/2020,Thursday,No,UXP/UX,Long,TRUE,intact,broken,broken,RX,4:00,Short,TRUE,red,4:15,4:45,-0.229,Inside,broken,broken,broken,-1.057,1.029,8:55,9:20,U,red,Short,TRUE,10:45,-0.886,-0.929,-1.429,-0.343,broken,broken,broken,02:20,15:25
9/9/2020,Wednesday,No,RC,Short,TRUE,broken,broken,intact,U,4:00,Long,TRUE,green,7:00,7:45,-0.059,Inside,intact,broken,broken,-0.412,0.167,9:25,8:50,RC,red,Long,TRUE,11:00,-0.27,-0.309,-0.039,-0.5,intact,intact,intact,12:50,23:40
9/8/2020,Tuesday,No,UXP/UX,Short,TRUE,intact,intact,intact,DXP,4:00,Short,TRUE,red,4:00,7:15,7.933,Below,intact,intact,intact,7.4,12.4,9:25,8:30,DXP,red,Short,TRUE,10:45,14.1,13.433,12.2,16,intact,intact,intact,20:00,11:00
9/4/2020,Friday,No,RC,Long,FALSE,broken,broken,intact,RX,4:30,Long,TRUE,green,8:00,6:15,0.015,Inside,broken,intact,intact,-0.954,0.092,9:25,8:30,DX,red,Short,TRUE,10:30,-1.408,-1.408,-0.877,-1.938,broken,broken,intact,06:05,13:30
9/3/2020,Thursday,No,DXP/DX,Short,TRUE,intact,intact,intact,DXP,4:30,Short,TRUE,red,4:30,4:15,2.789,Below,intact,broken,broken,1.211,3.789,9:00,8:40,D,green,Long,TRUE,13:05,0.816,0.974,-0.842,2.474,intact,intact,intact,20:35,07:25
9/2/2020,Wednesday,No,RC,Long,TRUE,intact,intact,broken,UXP,4:00,Short,TRUE,red,4:30,5:00,1.143,Below,intact,intact,intact,0.857,4.857,9:25,8:30,DXP,red,Short,TRUE,10:40,9.143,8.643,6.429,11.857,intact,intact,intact,02:00,14:20
9/1/2020,Tuesday,No,DXP/DX,Short,FALSE,intact,intact,intact,UXP,4:45,Short,TRUE,green,6:30,6:00,0,Inside,broken,broken,broken,-0.786,1.571,9:20,9:00,RX,green,Short,TRUE,13:10,-0.607,-0.714,-1.857,0.643,broken,intact,broken,10:30,14:25
8/31/2020,Monday,No,RC,Long,TRUE,intact,intact,intact,UXP,4:15,Long,TRUE,green,8:15,8:00,-0.6,Inside,broken,intact,intact,-2.1,0.3,9:10,8:40,DXP,red,Short,TRUE,13:00,-2.55,-2.45,-1.8,-3.3,intact,broken,broken,06:30,14:25
8/28/2020,Friday,No,RC,Short,FALSE,intact,broken,broken,D,5:00,Long,TRUE,red,5:15,6:00,0.846,Above,intact,broken,broken,0.154,3.846,8:45,9:10,RX,red,NO_CONF,NO_CONF,,0.231,0.077,1.538,-1.077,intact,broken,broken,09:10,10:10
8/27/2020,Thursday,No,DXP/DX,Short,TRUE,broken,broken,broken,RX,7:15,Short,TRUE,green,8:15,5:30,-0.125,Inside,broken,broken,intact,-0.917,0.5,9:00,9:20,DXP,red,Short,TRUE,10:30,1.167,0.771,0.458,1.875,broken,intact,intact,03:50,11:20
